titles,links,text,prices
Nikon FM3a kit with Nikkor 45mm 1:2.8P,https://fotohandeldelfshaven.nl/product/nikon-fm3a-nikkor-45mm-12-8p/,"
Nikon FM3a kit with Nikkor 45mm 1:2.8P

Price:   SoldThe kit comes in an excelletn condition with just some light signs of previous use. Shutter sounds good at all times. Meter works. Good seals. Nice clean finder. Excellent lens with smooth focus and good aperture. Good glass. Comes with the hood and caps. Very nice kit we can rate  .....
Read moreNikon FM3a kit with Nikkor 45mm 1:2.8PMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Nikon AF DC-Nikkor 1:2 / 135mm D, Boxed",https://fotohandeldelfshaven.nl/product/nikon-af-dc-nikkor-12-135mm-d-boxed/,"
Nikon AF DC-Nikkor 1:2 / 135mm D, Boxed

Price:   SoldThe lens comes in close to new condition in it’s original box. All works smoothly and the glass is excellent. We can rate it 9.5 out of 10
Read moreNikon AF DC-Nikkor 1:2 / 135mm D, BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica Elmarit-R 2.8 / 19mm, A68, ROM",https://fotohandeldelfshaven.nl/product/leica-elmarit-r-2-8-19mm-a68-rom/,"
Leica Elmarit-R 2.8 / 19mm, A68, ROM

Price:   SoldSecond version of the Elmarit 19mm in excellent condition. Some regular signs of previous use. Few light marks/aint loss from lens hood attachment. Focus turns smoothly. Good aperture. Glass excellent. Some internal dust. Comes with the lens hood and caps. We can rate it 8.5 out of 10
Read moreLeica Elmarit-R 2.8 / 19mm, A68, ROMMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Canon Lens FD 1:1.4 / 24mm L,https://fotohandeldelfshaven.nl/product/canon-lens-fd-11-4-24mm-l/,"
Canon Lens FD 1:1.4 / 24mm L

Price:   SoldThe lens has a worn appearance. Focus turns smoothly. Aperture works correctly. Good glass, a minor spot on front glass, which won’t affect the images. We can rate it 7 out of 10.
Read moreCanon Lens FD 1:1.4 / 24mm LMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Mamiya 645AFd + AF 1:2.8 / 45mm,https://fotohandeldelfshaven.nl/product/mamiya-645afd-af-12-8-45mm/,"
Mamiya 645AFd + AF 1:2.8 / 45mm

Price:   SoldNice modern Mamiya 645 kit with wide 45mm AF lens. In good condition with regular signs of previous use. Some marks and scratches to camera. Good glass. Auto focus works well. Good aperture. Has 120 film back. Nice kit we can rate 8 out of 10
Read moreMamiya 645AFd + AF 1:2.8 / 45mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Mamiya m645 super + 2.8 / 80mm,https://fotohandeldelfshaven.nl/product/mamiya-m645-super-2-8-80mm-2/,"
Mamiya m645 super + 2.8 / 80mm

Price:   SoldThe kit comes in good working condition but shows obvious signs of previous use. Comes with the unmetered prism finder and 2.8 80mm Mamiya lens. Camera has marks and scractehs to body. Shutter sounds good at all times. Smooth focus and good aperture. Some small spots to front glass which  .....
Read moreMamiya m645 super + 2.8 / 80mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Bronica SQ-AI 6×6 + 2.8 / 80mm,https://fotohandeldelfshaven.nl/product/bronica-sq-ai-6x6-2-8-80mm/,"
Bronica SQ-AI 6×6 + 2.8 / 80mm

Price:   SoldThe kit comes in working condition but shows signs of use. Marks and scractehs to body. Battery compartment wont close easy, it is fixed with a tape but works. Shutter sounds good at all times. Smooth focus and good aperture. Some dust in lens. Good user kit we can rate  .....
Read moreBronica SQ-AI 6×6 + 2.8 / 80mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Canon Lens FD 1:1.2 / 50mm L,https://fotohandeldelfshaven.nl/product/canon-lens-fd-11-2-50mm-l/,"
Canon Lens FD 1:1.2 / 50mm L

Price:   SoldThe lens shows just some light signs of use. In very nice condition considering its age. Focus turns smoothly. Aperture works correctly. Glass excellent. Some internal dust as usual. We rate this a 9 out of 10.
Read moreCanon Lens FD 1:1.2 / 50mm LMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Mamiya RZ67 + 2.8 / 110mm,https://fotohandeldelfshaven.nl/product/mamiya-rz67-2-8-110mm/,"
Mamiya RZ67 + 2.8 / 110mm

Price:   SoldThe camera comes in excellent and working condition with some regular signs of previous use. Shutter sounds good. Comes with the nice 2.8 / 110mm Mamiya lens. Good glass. Some internal dust. Has the ProII back. Smooth focus and all works as should. Great user kit we can rate 8  .....
Read moreMamiya RZ67 + 2.8 / 110mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Minolta CLE + Minolta M-Rokkor 2 / 40mm,https://fotohandeldelfshaven.nl/product/minolta-cle-m-rokkor-2-40mm-2/,"
Minolta CLE + Minolta M-Rokkor 2 / 40mm

Price:   SoldThe camera comes in excellent and working condition. Just very light signs of previous use. Shutter sounds good at all times. Meter reacts. Bright and accurate rangefinder. Good lens with smooth focus and aperture. Glass is free of scratches and problems. The seals started to detoriate but probably still light  .....
Read moreMinolta CLE + Minolta M-Rokkor 2 / 40mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Rolleiflex 2.8F w/ Planar,https://fotohandeldelfshaven.nl/product/rolleiflex-2-8f-w-planar/,"
Rolleiflex 2.8F w/ Planar

Price:   SoldA beautiful example of 2.8F with 2.8/80mm Planar lens. Just very light signs of previous use. Smooth focus. Shutter sounds good at all times. Clean lenses. Meter reacts but not tested for accuracy. It is hard to find in this beautiful condition, We can rate it 9 out of 10
Read moreRolleiflex 2.8F w/ PlanarMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Angenieux  1:2.3 / 180mm APO ,Canon FD",https://fotohandeldelfshaven.nl/product/angenieux-12-3-180mm-apo-for-canon-fd-2/,"
Angenieux  1:2.3 / 180mm APO ,Canon FD

Price:   SoldThe lens has a bit of a worn appearance, but mechanically and optically all good. Focus turns smoothly. Aperture works correctly. Glass is good. Some internal dust as usual. A great user lens we can rate a 7 out of 10.
Read moreAngenieux  1:2.3 / 180mm APO ,Canon FDMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Kiev-60 kit in Yellow,https://fotohandeldelfshaven.nl/product/kiev-60-kit-in-yellow/,"
Kiev-60 kit in Yellow

Price:   SoldWhat a cool kit in case with metered prism finder and waist level finder, Manual in russian and some other accessories. Black camera with Yellow leatherette. Original special edition with the short serial number 0718, made in Ukrain marking to back. With the Volna-2 2.8 / 80mm lens with matching  .....
Read moreKiev-60 kit in YellowMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Cooke Kinic f/2.8 / 2inch,https://fotohandeldelfshaven.nl/product/cooke-kinic-f-2-8-2inch/,"
Cooke Kinic f/2.8 / 2inch

Price:   SoldUncommon and old Cooke lens head. In acceptable condition for it’s age. Aperture works correctly. Good glass, some light internal dirt and few faint marks. Would benifit from good cleaning. No caps included. We can rate it 6 out of 10
Read moreCooke Kinic f/2.8 / 2inchMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Olympus Zuiko 1.5 / 60mm Pen F,https://fotohandeldelfshaven.nl/product/olympus-zuiko-1-5-60mm-pen-f/,"
Olympus Zuiko 1.5 / 60mm Pen F

Price:   SoldA good user lens but obvious signs of previous use. Bumps to filter thread, Its hard to fit filters, also play to front part, not on optics or focus. Smooth focus and good aperture. Good glass, few minor marks. We can rate it 6 out of 10
Read moreOlympus Zuiko 1.5 / 60mm Pen FMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Meyer Trioplan 2.8 / 100mm M42,https://fotohandeldelfshaven.nl/product/meyer-trioplan-2-8-100mm-m42/,"
Meyer Trioplan 2.8 / 100mm M42

Price:   SoldThe lens comes in good condition with regular signs of previous use. Some degrading of the Chrome finish. The focus and aperture turn smoothly. Good glass. We can rate it 8 out of 10
Read moreMeyer Trioplan 2.8 / 100mm M42MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Krauss Peggy,https://fotohandeldelfshaven.nl/product/krauss-peggy/,"
Krauss Peggy

Price:   SoldA beautiful and well made early Leica competitor from the early 1930s. Very high build standard. In average condition for it’s age. Would benifit from CLA. Shutter fires, speeds irregular. Crack to finder. Has the film magazine installed. Smooth focus. Has the Tessar 3.5 / 5cm lens. We can rate  .....
Read moreKrauss PeggyMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon F + F36 motor + Nikkor-S 1:2 / 50mm,https://fotohandeldelfshaven.nl/product/nikon-f-f36-motor-nikkor-s-12-50mm/,"
Nikon F + F36 motor + Nikkor-S 1:2 / 50mm

Price:   SoldIconic camera with the F-36 motor drive and Nikkor 1:2 / 5cm lens. The camera has a worn appearance, definately has seen much use. The Motor works. Shutter times are sluggish at slow speeds. Meter not tested, usually off. Smooth focus on lens. This is a pretty late Nikon F  .....
Read moreNikon F + F36 motor + Nikkor-S 1:2 / 50mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summaron 3.5 / 35mm M,https://fotohandeldelfshaven.nl/product/leica-leitz-summaron-3-5-35mm-m/,"
Leica Leitz Summaron 3.5 / 35mm M

Price:   SoldThe lens comes in an excellent condition with some regular signs of previous use. The focus turns smooth. Aperture works correctly. Good glass, some internal dust specs. We can rate it 8 out of 10
Read moreLeica Leitz Summaron 3.5 / 35mm MMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summarit 1.5 / 50mm M,https://fotohandeldelfshaven.nl/product/leica-leitz-summarit-1-5-50mm-m/,"
Leica Leitz Summarit 1.5 / 50mm M

Price:   SoldNice fast lens, this copy has the Leica M mount. The lens has some signs of previous use. The focus turns smoothly. Aperture works correctly. Some regular signs of previous use. As usual with lenses form this generation there is some internal haze. Also we see a small spot and  .....
Read moreLeica Leitz Summarit 1.5 / 50mm MMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Konica Hexar AF,https://fotohandeldelfshaven.nl/product/konica-hexar-af/,"
Konica Hexar AF

Price:   SoldThe camera comes in an excellent and fully working condition with some light signs of previous use. Few small marks on housing. Good glass. Shutter works. Bright finder. Excellent camera we can rate 8.5 out of 10
Read moreKonica Hexar AFMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Carl Zeiss Planar 2 / 50mm ZM, Leica M mount",https://fotohandeldelfshaven.nl/product/carl-zeiss-planar-2-50mm-zm-leica-m-mount/,"
Carl Zeiss Planar 2 / 50mm ZM, Leica M mount

Price:   SoldNice summicron 50 alternative. The lens comes in excellent condition with regular signs of previouus use. Smooth focus and good aperture. Glass excellent. Some internal dust. We can rate it 8 out of 10
Read moreCarl Zeiss Planar 2 / 50mm ZM, Leica M mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Angenieux Type R1 1:2.5 / 35mm, M42",https://fotohandeldelfshaven.nl/product/angenieux-type-r1-12-5-35mm-m42/,"
Angenieux Type R1 1:2.5 / 35mm, M42

Price:   SoldA beautiful example of the Angenieux 35mm. Most come in Exakta mount but this copy is for M42. In very good condition for it’s age with some light signs of previous use. The focus and aperture turns very smoothly. Good glass with some minor haze and marks. Far better than  .....
Read moreAngenieux Type R1 1:2.5 / 35mm, M42MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica Leitz Summicron 1:2 / 50, Rigid",https://fotohandeldelfshaven.nl/product/leica-leitz-summicron-2-50-rigid-m-2/,"
Leica Leitz Summicron 1:2 / 50, Rigid

Price:   SoldThe lens comes in a good condition with regular signs of previous use. Smooth focus and good aperture. Some internal haze. We can rate it 7.5 out of 10
Read moreLeica Leitz Summicron 1:2 / 50, RigidMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Bausch and Lomb Baltar 2.3 / 50mm, Cameflex",https://fotohandeldelfshaven.nl/product/bausch-and-lomb-baltar-2-3-50mm-cameflex/,"
Bausch and Lomb Baltar 2.3 / 50mm, Cameflex

Price:   SoldNice movie lens in Cameflex mount. Excellent condition for it’s age. Smooth focus and aperture. Good glass. Some internal dust and minor marks, spots in coating which wont affect images. Reguolar signs of use. We can rate it 8 out of 10.
Read moreBausch and Lomb Baltar 2.3 / 50mm, CameflexMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Mamiya RZ67 ProII + 4.5 / 180mm,https://fotohandeldelfshaven.nl/product/mamiya-rz67-proii-4-5-180mm/,"
Mamiya RZ67 ProII + 4.5 / 180mm

Price:   SoldThe kit comes in good and working condition. Comes with 180mm lens which is nice for portraits. No spare standard lens available of this moment. Comes with 6×7 film back for 120 film. Shutter sounds good at all speeds. Focus is smooth. Glass all excellent, some internal dust specs. Some  .....
Read moreMamiya RZ67 ProII + 4.5 / 180mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Haselblad 500C/M kit + 80mm , Boxed",https://fotohandeldelfshaven.nl/product/haselblad-500c-m-kit-80mm-boxed/,"
Haselblad 500C/M kit + 80mm , Boxed

Price:   Solda 1980 Hasselblad kit in black in beautiful cosmetic condition. Seems like it had little to no previous use. A12 film back with fresh seals. Shutter sounds good except 1sec which is too slow. Glass excellent. Minor haze seen with strong backlight, too light to make an influence on images.  .....
Read moreHaselblad 500C/M kit + 80mm , BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Hasselblad 501C + Zeiss Planar 2.8 / 80mm,https://fotohandeldelfshaven.nl/product/hasselblad-501c-zeiss-planar-2-8-80mm/,"
Hasselblad 501C + Zeiss Planar 2.8 / 80mm

Price:   SoldThe kit comes in excellent and fully working condition. Some regular signs of previous use. Comes with the Acute matte D screen with central grid and split image. Good lens. Shutter sounds accurate at all times. Some paint loss and bump to film back. We can rate the kit 8  .....
Read moreHasselblad 501C + Zeiss Planar 2.8 / 80mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica M6 TTL, 0.72, Chrome body",https://fotohandeldelfshaven.nl/product/leica-m6-ttl-0-72-chrome-body/,"
Leica M6 TTL, 0.72, Chrome body

Price:   SoldThe camera comes in good and working condition but shows signs of previous use. Shutter sounds healthy and accurate. Meter works. Rangefinder accurate. All work as should. The housing has marks and scratches, nothing which affect operation. We can rate it 8 out of 10
Read moreLeica M6 TTL, 0.72, Chrome bodyMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica M6, Chrome, Panda",https://fotohandeldelfshaven.nl/product/leica-m6-chrome-panda/,"
Leica M6, Chrome, Panda

Price:   SoldThe camera comes in a beautiful condition with just minor signs of previous use. The shutter sounds healthy and accurate. Bright finder. Accurate RF. Meter working. An excellent camera ready for use. We can rate it 9 out of 10
Read moreLeica M6, Chrome, PandaMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summilux-R 1.4 / 80mm 3-cam,https://fotohandeldelfshaven.nl/product/leica-leitz-summilux-r-1-4-80mm-3-cam/,"
Leica Leitz Summilux-R 1.4 / 80mm 3-cam

Price:   SoldAn excellent lens with regular signs of previous use. Smooth focus and aperture. Glass excellent. The housing has some signs of use, some loss of paint around focus ring.
Read moreLeica Leitz Summilux-R 1.4 / 80mm 3-camMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Cooke speed panchro 2/40II movie lens,https://fotohandeldelfshaven.nl/product/cooke-speed-panchro-2-40ii-2/,"
Cooke speed panchro 2/40II movie lens

Price:   SoldHard to find focal lenght. In good condition except a small scratch. We do not see influence on images. Also a coating scratch internally. Some dust. Smooth focus and goood aperture. In Arri std mount. We can rate it 6.5 out of 10
Read moreCooke speed panchro 2/40II movie lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summicron 1:2 / 50 SKF,https://fotohandeldelfshaven.nl/product/leica-leitz-summicron-12-50-skf/,"
Leica Leitz Summicron 1:2 / 50 SKF

Price:   SoldThe lens comes from the very first 1968 batch of type III Summicron and has the different cosmetic appearance. Very hard to find. The lens has a worn appearance. Marks and paint loss to lens barrel. Focus turns bit dry. Good glass but few minor marks in lens coating. Good  .....
Read moreLeica Leitz Summicron 1:2 / 50 SKFMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
